"","grps"
"GCST90002389",455
"NEALE2_20154_raw",394
"NEALE2_2296",447
"GCST90038624",101
"FINNGEN_R6_PRIM_KNEEARTHROSIS",44
"FINNGEN_R6_KRA_PSY_SUBSTANCE",73
"NEALE2_5254_raw",407
"FINNGEN_R6_I9_IHD",79
"GCST004616",324
"GCST000755",22
"FINNGEN_R6_K11_INTESTOTH",28
"NEALE2_1438_raw",507
"NEALE2_20544_11",60
"NEALE2_20521",508
"GCST004607",397
"NEALE2_4728",509
"FINNGEN_R6_H7_GLAUCOMA",279
"NEALE2_1110",510
"GCST006099",511
"GCST90025990",512
"GCST004132",405
"GCST90016612",64
"GCST009982",6
"GCST90012103",513
"FINNGEN_R6_M13_ARTHROSIS_KNEE_PRIM_ICD10",44
"GCST90002380",479
"FINNGEN_R6_M13_SCIATICA",28
"GCST90016598",514
"FINNGEN_R6_FG_HYPERTENSION",18
"NEALE2_1528",515
"GCST90002340",237
"NEALE2_2644",516
"FINNGEN_R6_DM_OTHER_WIDE",17
"GCST90016667",517
"NEALE2_2020",336
"NEALE2_2257",518
"NEALE2_2040",519
"GCST004605",253
"NEALE2_20441",33
"NEALE2_20460",520
"NEALE2_1970",349
"FINNGEN_R6_T2D",17
"NEALE2_1697",238
"NEALE2_20491",521
"GCST004133",522
"NEALE2_6138_5",523
"FINNGEN_R6_E4_OBESITY",134
"FINNGEN_R6_H7_LENS",203
"NEALE2_20505",524
"GCST90038650",102
"NEALE2_3147_raw",40
"SAIGE_574_1",409
"NEALE2_22620_1",525
"GCST90016600",526
"FINNGEN_R6_E4_ENDONUTRMET",497
"GCST90002404",72
"GCST90002395",367
"GCST009722",98
"GCST90025992",527
"GCST90038691",101
"GCST90025994",134
"GCST90025960",367
"NEALE2_1458",528
"NEALE2_1160",105
"SAIGE_411_8",79
"NEALE2_1239",57
"GCST004608",113
"NEALE2_1538_0",529
"GCST90038633",17
"GCST90002386",232
"NEALE2_1687",319
"FINNGEN_R6_M13_SPONDYLOPATHY",122
"FINNGEN_R6_I9_MI",79
"GCST004599",367
"GCST000759",121
"NEALE2_23109_raw",411
"NEALE2_49_raw",26
"FINNGEN_R6_M13_DORSOPATHY",28
"NEALE2_1379",530
"SAIGE_558",531
"NEALE2_1150_2",429
"NEALE2_6143_2",532
"NEALE2_6159_1",533
"NEALE2_1021",534
"GCST006288",40
"NEALE2_20002_1111",242
"NEALE2_30100_raw",367
"NEALE2_1418_4",535
"GCST90012115",82
"FINNGEN_R6_HYPOTHY_LEVOTHY",207
"GCST011494",127
"NEALE2_3062_raw",160
"GCST90013791",353
"NEALE2_20110_1",79
"NEALE2_6152_100",95
"GCST003766",536
"NEALE2_1428_3",537
"GCST006945",209
"GCST90025996",538
"SAIGE_726_1",390
"NEALE2_94_raw",539
"NEALE2_20160",270
"NEALE2_5699",320
"GCST90000292",16
"GCST005812",44
"NEALE2_5256_raw",213
"FINNGEN_R6_I9_ISCHHEART",79
"NEALE2_6145_100",540
"GCST004604",5
"GCST006947",222
"FINNGEN_R6_K11_DIVERTIC",402
"NEALE2_20507",299
"GCST90020053",541
"FINNGEN_R6_M13_INTERVERTEB",189
"NEALE2_1389",542
"NEALE2_1508_2",543
"GCST004634",500
"NEALE2_2267",544
"NEALE2_6179_1",421
"GCST90025995",545
"NEALE2_2395_1",290
"SAIGE_244",207
"NEALE2_20110_12",408
"NEALE2_20002_1458",402
"GCST006697",347
"NEALE2_23100_raw",26
"NEALE2_2335",546
"GCST004617",137
"NEALE2_981",547
"NEALE2_3476",548
"NEALE2_4559",549
"SAIGE_735_2",550
"NEALE2_4124_raw",40
"NEALE2_2443",17
"NEALE2_6145_6",551
"GCST005038",95
"GCST90038640",98
"GCST004075",552
"GCST90025984",124
"NEALE2_5096_raw",2
"NEALE2_20107_3",553
"FINNGEN_R6_FG_CEREBVASC",18
"GCST004609",113
"NEALE2_30000_raw",250
"GCST006702",347
"GCST90000515",165
"GCST90002292",3
"FINNGEN_R6_R18_PAIN_THROAT_CHEST",28
"FINNGEN_R6_J10_ASTHMA_MAIN",88
"GCST90038637",207
"GCST004770",554
"NEALE2_20111_8",348
"GCST006572",110
"GCST005069",93
"NEALE2_2744",217
"GCST006980",555
"SAIGE_594",145
"SAIGE_411",79
"NEALE2_5133_raw",2
"FINNGEN_R6_ASTHMA_INFECTIONS",88
"NEALE2_22609_2",370
"GCST90002407",250
"GCST007090",44
"GCST004625",237
"FINNGEN_R6_RHEUMA_ENDPOINTS",44
"SAIGE_562_1",402
"FINNGEN_R6_PAIN",28
"FINNGEN_R6_RX_PARACETAMOL_NSAID",28
"FINNGEN_R6_O15_ABORT_MEDICAL",199
"FINNGEN_R6_JOINTPAIN",28
"NEALE2_1339",556
"NEALE2_30030_raw",5
"GCST90038598",557
"GCST004137",552
"NEALE2_6155_3",558
"GCST006488",559
"NEALE2_20520",443
"NEALE2_5983_raw",560
"FINNGEN_R6_J10_ASTHMA",88
"GCST005067",83
"NEALE2_6143_3",166
"GCST90014292",561
"FINNGEN_R6_I9_OTHHEART",97
"NEALE2_20002_1065",20
"NEALE2_5001",562
"GCST004940",93
"NEALE2_23124_raw",26
"GCST004615",5
"NEALE2_20003_1140861998",242
"NEALE2_6155_7",563
"FINNGEN_R6_I9_HYPTENS",20
"NEALE2_5103_raw",264
"GCST006700",287
"FINNGEN_R6_G6_EPIPAROX",28
"FINNGEN_R6_M13_LOWBACKPAIN",28
"NEALE2_20416",312
"NEALE2_20126_0",256
"GCST90025968",163
"NEALE2_23121_raw",56
"GCST90002390",43
"FINNGEN_R6_F5_NEUROTIC",65
"GCST90016606",564
"NEALE2_20458",505
"FINNGEN_R6_KRA_PSY_SUBSTANCE_EXMORE",73
"NEALE2_4104_raw",40
"NEALE2_6177_100",20
"GCST90002357",206
"GCST90038646",229
"NEALE2_6164_1",565
"NEALE2_1150_3",566
"NEALE2_4825",370
"GCST006097",363
