MVA	input_study	expected_rgs	expected_h2	input_h2	rg	MVA_h2_obs	MVA_h2_int	Total.Observed.scale.h2	Intercept
215	NEALE2_20485	0.985716976	0.076743418	0.0427	0.164	0.0427	1.0212	0.0042	0.8903
216	GCST004695	0.985914977	0.080282986	0.0471	0.1377	0.047	1.004	0.0033	0.946
216	NEALE2_1200	0.992424999	0.080282986	0.0637	-0.1423	0.0641	1.0121	0.0033	0.946
217	GCST005314	1	0.139328973	0.0851	NA	0.0839	1.0111	-0.0019	0.9964
217	NEALE2_2744	1	0.139328973	0.103	NA	0.1046	1.0316	-0.0019	0.9964
219	NEALE2_41231_1	0.992326567	0.025300356	0.0191	0.9928	0.0192	1.1028	0.0253	1.0567
219	SAIGE_564_9	0.968378389	0.025300356	0.0097	0.9683	0.0014	0.0064	0.0253	1.0567
222	GCST006475	0.983647318	0.087475301	0.0876	0.9836	0.0888	1.0312	0.0875	1.068
222	GCST006947	0.99446451	0.087475301	0.0641	0.9944	0.0652	1.0233	0.0875	1.068
222	NEALE2_1960	0.990385955	0.087475301	0.0693	0.9902	0.0707	1.0175	0.0875	1.068
223	GCST003497	0.998953654	0.073351632	0.0428	0.9969	0.0422	1.0004	0.0731	1.0403
223	NEALE2_399_raw	0.999412792	0.073351632	0.0571	1.0018	0.0578	1.0109	0.0731	1.0403
224	SAIGE_960	1	0.011363904	0.0117	1.0006	0.0117	1.0148	0.0114	1.0229
224	SAIGE_960_2	1	0.011363904	0.0101	1.0006	0.0101	1.0117	0.0114	1.0229
229	GCST90038638	0.982300403	0.020777976	0.0126	0.983	0.0126	0.9969	0.0211	1.0487
229	GCST90038646	0.989613416	0.020777976	0.018	1.0001	0.0179	1.0023	0.0211	1.0487
229	NEALE2_20002_1265	1.006263918	0.020777976	0.0172	1.0202	0.0171	1.0099	0.0211	1.0487
23	GCST003496	0.993170448	0.290255554	0.1524	0.9913	0.1532	1.033	0.2862	1.024
23	NEALE2_22501_raw	0.990627406	0.290255554	0.1454	0.9925	0.1465	1.039	0.2862	1.024
23	NEALE2_6138_1	0.996543452	0.290255554	0.1609	0.9965	0.1677	1.0785	0.2862	1.024
23	NEALE2_6138_100	-0.997565889	0.290255554	0.1026	-0.9976	0.1052	1.0481	0.2862	1.024
23	NEALE2_6138_6	0.91867669	0.290255554	0.0433	0.9181	0.0436	1.0203	0.2862	1.024
232	GCST004611	0.987865777	0.360972169	0.1756	0.9802	0.2693	0.9868	0.4581	1.2358
232	GCST004612	0.970969027	0.360972169	0.1772	0.9628	0.2689	0.9823	0.4581	1.2358
232	GCST004622	0.989835558	0.360972169	0.1762	0.9851	0.2888	0.957	0.4581	1.2358
232	GCST90002385	0.995831225	0.360972169	0.22	0.9954	0.3474	1.1911	0.4581	1.2358
232	GCST90002386	0.984695516	0.360972169	0.2185	0.9839	0.339	1.198	0.4581	1.2358
232	GCST90002405	0.98345931	0.360972169	0.2127	0.9845	0.3545	1.119	0.4581	1.2358
232	GCST90002406	0.982397115	0.360972169	0.2097	0.9824	0.3413	1.1257	0.4581	1.2358
232	GCST90025970	0.995636721	0.360972169	0.3884	0.9939	0.3763	1.1932	0.4581	1.2358
232	GCST90025972	0.985185393	0.360972169	0.3658	0.9832	0.3717	1.1161	0.4581	1.2358
236	NEALE2_20497	0.984013187	0.060396821	0.0489	0.1808	0.0488	0.992	0.008	0.8265
236	NEALE2_20498	0.985931038	0.060396821	0.052	-0.168	0.052	0.994	0.008	0.8265
237	GCST004625	1.000663693	0.367140177	0.1975	0.9998	0.2844	1.0077	0.4438	1.2825
237	GCST90002340	0.996228492	0.367140177	0.2255	0.9967	0.3162	1.3259	0.4438	1.2825
237	GCST90025950	0.999226979	0.367140177	0.3511	0.9999	0.3386	1.2928	0.4438	1.2825
237	NEALE2_30130_raw	0.987070037	0.367140177	0.0997	0.9922	0.1385	1.1049	0.4438	1.2825
238	GCST90025949	0.997209199	0.798455553	0.8137	0.9947	0.893	1.3848	0.9208	1.5217
238	NEALE2_1697	0.925011189	0.798455553	0.2192	0.9333	0.3262	1.0753	0.9208	1.5217
238	NEALE2_20153_raw	0.991440514	0.798455553	0.4144	0.9934	0.6091	1.074	0.9208	1.5217
238	NEALE2_50_raw	0.997237889	0.798455553	0.422	0.9968	0.6289	1.2097	0.9208	1.5217
24	FINNGEN_R6_K11_HERING	1	0.048158226	0.0272	0.9945	0.028	1.0682	0.0469	1.0146
24	SAIGE_550_1	1	0.048158226	0.0236	1.0122	0.0244	0.9975	0.0469	1.0146
242	GCST90014325	0.996507744	0.075585563	0.0443	0.995	0.0475	0.9562	0.0739	1.1121
242	GCST90038596	0.994446011	0.075585563	0.0376	0.9932	0.0399	1.0288	0.0739	1.1121
242	GCST90038616	1.000805703	0.075585563	0.048	1.0048	0.0516	1.0483	0.0739	1.1121
242	NEALE2_20002_1111	0.994677202	0.075585563	0.0517	0.995	0.0558	1.0333	0.0739	1.1121
242	NEALE2_20003_1140861998	0.996938838	0.075585563	0.0164	0.9983	0.0022	0.0081	0.0739	1.1121
242	NEALE2_22127	0.990215601	0.075585563	0.0623	0.9934	0.0648	1.001	0.0739	1.1121
242	NEALE2_6152_8	0.993037281	0.075585563	0.0509	0.9935	0.0551	1.0333	0.0739	1.1121
244	NEALE2_1448_1	-0.993705817	0.063216133	0.0581	0.1088	0.0585	1.0256	0.0053	0.8706
244	NEALE2_1448_3	0.990298881	0.063216133	0.047	0.1442	0.0473	1.0351	0.0053	0.8706
249	GCST006946	0.999762681	0.065790677	0.0596	0.9998	0.0601	1.0223	0.0657	1.0361
249	NEALE2_2000	0.999786942	0.065790677	0.0629	0.9996	0.0636	1.0166	0.0657	1.0361
25	GCST90000045	0.988405551	0.180131104	0.1602	0.988	0.0065	0.0104	0.1791	1.1097
25	GCST90000047	0.985973608	0.180131104	0.1461	0.9861	0.1536	1.0506	0.1791	1.1097
250	GCST004610	0.99929811	0.290050329	0.1721	1.0036	0.2736	0.9388	0.3758	1.2856
250	GCST90002374	0.992076721	0.290050329	0.1771	0.9913	0.2961	1.1582	0.3758	1.2856
250	GCST90002407	0.996007464	0.290050329	0.1975	0.9987	0.3262	1.1486	0.3758	1.2856
250	GCST90025985	0.997591142	0.290050329	0.2901	0.9961	0.3173	1.1199	0.3758	1.2856
250	NEALE2_30000_raw	0.95162753	0.290050329	0.1191	0.9609	0.183	1.0722	0.3758	1.2856
253	GCST004605	0.998444848	0.124723468	0.0926	1.0056	0.0912	0.9859	0.1229	1.1398
253	GCST90002328	0.998012792	0.124723468	0.0877	0.9999	0.09	1.1034	0.1229	1.1398
253	GCST90002391	0.999290723	0.124723468	0.0906	0.9984	0.0933	1.0937	0.1229	1.1398
253	NEALE2_30060_raw	0.985237216	0.124723468	0.0397	0.9802	0.0404	1.0292	0.1229	1.1398
256	NEALE2_20126_0	-0.968681233	0.085859975	0.0639	-0.9696	0.0638	1.0016	0.0858	1.0648
256	NEALE2_4598	0.98556791	0.085859975	0.0637	0.9849	0.0637	0.991	0.0858	1.0648
256	NEALE2_4631	0.981597096	0.085859975	0.0549	0.981	0.0549	1.0029	0.0858	1.0648
258	GCST006952	0.998982626	0.058435282	0.0531	0.999	0.0534	0.9998	0.0589	1.0117
258	NEALE2_1990	0.999065542	0.058435282	0.0554	0.9988	0.0566	0.9934	0.0589	1.0117
26	FINNGEN_R6_E4_OBESITYCAL	0.97338633	0.236749529	0.0186	0.9761	0.0023	0.0076	0.2358	1.1678
26	FINNGEN_R6_E4_OBESITYNAS	1.000844504	0.236749529	0.0176	1.0091	0.0025	0.0081	0.2358	1.1678
26	NEALE2_23098_raw	0.955559703	0.236749529	0.2399	0.9556	0.2589	1.0712	0.2358	1.1678
26	NEALE2_23100_raw	0.994949337	0.236749529	0.2164	0.9948	0.0083	0.0182	0.2358	1.1678
26	NEALE2_23112_raw	0.98938693	0.236749529	0.2023	0.9894	0.0078	0.0166	0.2358	1.1678
26	NEALE2_23116_raw	0.98983123	0.236749529	0.2026	0.9898	0.0078	0.0168	0.2358	1.1678
26	NEALE2_23120_raw	0.989719959	0.236749529	0.194	0.99	0.0081	0.0166	0.2358	1.1678
26	NEALE2_23128_raw	0.979514309	0.236749529	0.218	0.9795	0.2336	1.063	0.2358	1.1678
26	NEALE2_48_raw	0.965596171	0.236749529	0.1932	0.9656	0.205	1.0482	0.2358	1.1678
26	NEALE2_49_raw	0.959683589	0.236749529	0.1972	0.9597	0.2114	1.0635	0.2358	1.1678
262	GCST006620	1	0.132542522	0.0967	1.0031	0.0953	1.0165	0.1321	1.0595
262	NEALE2_2178	1	0.132542522	0.0952	1.0022	0.0968	1.0391	0.1321	1.0595
264	NEALE2_5100_raw	-0.984695903	0.133928728	0.0663	-0.985	0.0665	1.0125	0.1335	1.064
264	NEALE2_5103_raw	0.989469965	0.133928728	0.0821	0.9884	0.0824	1.0032	0.1335	1.064
264	NEALE2_5104_raw	-0.974779748	0.133928728	0.0594	-0.9775	0.007	0.0068	0.1335	1.064
264	NEALE2_5107_raw	0.948459209	0.133928728	0.047	0.9527	0.0064	0.006	0.1335	1.064
264	NEALE2_5112_raw	0.990192464	0.133928728	0.082	0.9892	0.0823	1.0031	0.1335	1.064
264	NEALE2_5115_raw	-0.982775528	0.133928728	0.0664	-0.9831	0.0665	1.0129	0.1335	1.064
266	NEALE2_5101_raw	0.992687194	0.138492245	0.0685	0.9968	0.0685	1.0047	0.14	1.065
266	NEALE2_5102_raw	-0.99727073	0.138492245	0.0694	-1	0.0693	1.0051	0.14	1.065
266	NEALE2_5105_raw	0.904356123	0.138492245	0.0659	0.8999	0.01	0.0073	0.14	1.065
266	NEALE2_5106_raw	-0.968766511	0.138492245	0.0643	-0.9653	0.0076	0.0067	0.14	1.065
266	NEALE2_5113_raw	-0.998889179	0.138492245	0.0684	-1.003	0.0684	1.0057	0.14	1.065
266	NEALE2_5114_raw	0.99177432	0.138492245	0.0687	0.9959	0.0687	1.0047	0.14	1.065
269	GCST90012790	0.988192442	0.104966114	0.0649	0.9895	0.0644	1.0378	0.1048	1.0799
269	GCST90012792	0.96435479	0.104966114	0.0862	0.963	0.0858	1.0372	0.1048	1.0799
269	NEALE2_110001	0.985212652	0.104966114	0.0367	0.986	0.0367	1.0185	0.1048	1.0799
269	NEALE2_20077	0.976223598	0.104966114	0.0371	0.9805	0.0371	1.013	0.1048	1.0799
270	NEALE2_1249	-0.993550187	0.132953423	0.0897	-0.9929	0.0921	1.0197	0.1325	1.0733
270	NEALE2_20116_0	-0.990055746	0.132953423	0.0944	-0.9892	0.0973	1.0325	0.1325	1.0733
270	NEALE2_20160	0.971670252	0.132953423	0.0732	0.9712	0.0752	1.0181	0.1325	1.0733
270	NEALE2_22506_113	0.994638078	0.132953423	0.076	0.9948	0.0768	1.0082	0.1325	1.0733
270	NEALE2_22506_114	-0.995703048	0.132953423	0.0923	-0.9958	0.0935	1.0127	0.1325	1.0733
277	NEALE2_5116_raw	1	0.098236551	0.0792	NA	0.0791	1.0023	-0.0027	0.8673
277	NEALE2_5119_raw	1	0.098236551	0.0704	NA	0.0704	1.0104	-0.0027	0.8673
278	GCST004633	0.996252403	0.251373508	0.1371	0.9842	0.1453	0.9549	0.2559	1.0729
278	GCST90002399	0.995569859	0.251373508	0.1472	0.9854	0.1587	1.1459	0.2559	1.0729
278	GCST90014287	0.929214386	0.251373508	0.0928	0.9626	0.0135	0.0063	0.2559	1.0729
278	NEALE2_30200_raw	0.993332088	0.251373508	0.1238	0.984	0.1332	1.0988	0.2559	1.0729
279	FINNGEN_R6_H7_GLAUCOMA	1	0.025675489	0.0179	NA	0.0172	1.0591	-0.0001	1.0566
279	SAIGE_365	1	0.025675489	0.0086	NA	0.0086	1.0059	-0.0001	1.0566
28	FINNGEN_R6_G6_EPIPAROX	0.885764491	0.087894556	0.0204	0.8661	0.0033	0.0103	0.0905	1.1337
28	FINNGEN_R6_J10_RESPIRATORY	0.942137809	0.087894556	0.0231	0.9261	0.0031	0.01	0.0905	1.1337
28	FINNGEN_R6_JOINTPAIN	0.993226512	0.087894556	0.0278	1.0382	0.0033	0.0077	0.0905	1.1337
28	FINNGEN_R6_K11_GIDISEASES	0.95540614	0.087894556	0.0213	0.9438	0.0026	0.0084	0.0905	1.1337
28	FINNGEN_R6_M13_DORSOPATHYOTH	0.972709938	0.087894556	0.0318	0.9745	0.0319	1.1073	0.0905	1.1337
28	FINNGEN_R6_M13_MUSCULOSKELETAL	0.978797994	0.087894556	0.0326	1.0141	0.0326	1.1346	0.0905	1.1337
28	FINNGEN_R6_PAIN	1.013877111	0.087894556	0.0325	1.0761	0.0324	1.1384	0.0905	1.1337
28	FINNGEN_R6_R18_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS	0.998131553	0.087894556	0.021	1.0345	0.0025	0.009	0.0905	1.1337
28	FINNGEN_R6_RX_PARACETAMOL_NSAID	1.015044633	0.087894556	0.0248	1.0673	0.0029	0.0088	0.0905	1.1337
28	SAIGE_564	0.874614389	0.087894556	0.0123	0.8545	0.0015	0.007	0.0905	1.1337
282	GCST003499	1.001675332	0.096667633	0.0736	1.0302	0.074	1.0082	0.0988	1.0577
282	GCST006268	0.997195876	0.096667633	0.0737	1.0029	0.0749	1.0202	0.0988	1.0577
282	NEALE2_20023_raw	0.998775395	0.096667633	0.0644	1.0023	0.0647	1.0197	0.0988	1.0577
282	NEALE2_404_raw	0.995060289	0.096667633	0.0592	0.9975	0.0594	1.0184	0.0988	1.0577
287	GCST006700	-0.98192744	0.033476854	0.0227	-0.9813	0.0227	1.0523	0.0335	1.1191
287	GCST006701	0.988312305	0.033476854	0.028	0.9887	0.028	1.0802	0.0335	1.1191
289	SAIGE_339	1	0.018363636	0.0075	0.9954	0.0012	0.0063	0.0184	0.8609
289	SAIGE_785	1	0.018363636	0.0127	1.0023	0.0127	0.8211	0.0184	0.8609
290	GCST006661	0.999568928	0.376241121	0.2839	0.9983	0.3026	1.0353	0.3782	1.1515
290	NEALE2_2395_1	-0.98888947	0.376241121	0.1861	-0.9897	0.1994	1.0938	0.3782	1.1515
290	NEALE2_2395_4	0.988679549	0.376241121	0.164	0.9904	0.1721	1.0951	0.3782	1.1515
296	GCST004158	0.995009423	0.120701452	0.067	0.9982	0.0665	0.9956	0.1204	0.992
296	NEALE2_20519	0.985805643	0.120701452	0.0637	0.9824	0.0637	1.0003	0.1204	0.992
296	NEALE2_2080	0.998044503	0.120701452	0.0582	1.0039	0.0583	1.0185	0.1204	0.992
299	GCST003769	0.992374565	0.139557523	0.122	0.9974	0.1218	1.0774	0.1521	1.0357
299	NEALE2_20507	0.97984749	0.139557523	0.0349	0.9599	0.0047	0.0068	0.1521	1.0357
299	NEALE2_20510	0.945239499	0.139557523	0.0405	0.9164	0.0047	0.0077	0.1521	1.0357
3	GCST004618	0.982822094	0.095705355	0.0727	0.9806	0.1097	0.9965	0.1324	1.1437
3	GCST90002292	0.992135585	0.095705355	0.0633	0.9909	0.0999	1.0699	0.1324	1.1437
3	GCST90002379	0.997727335	0.095705355	0.0671	0.9941	0.1081	1.0445	0.1324	1.1437
3	GCST90025997	0.972114364	0.095705355	0.0562	0.9691	0.0595	1.0295	0.1324	1.1437
3	NEALE2_30160	0.946786496	0.095705355	0.0225	0.9504	0.0359	1.0829	0.1324	1.1437
30	GCST004606	0.997008329	0.297400709	0.1653	0.9987	0.2688	0.947	0.4005	1.201
30	GCST004624	0.992838842	0.297400709	0.1575	0.9939	0.257	0.954	0.4005	1.201
30	GCST90002298	0.996798534	0.297400709	0.187	0.9968	0.2947	1.1712	0.4005	1.201
30	GCST90002381	0.997928165	0.297400709	0.1957	0.9995	0.3068	1.1568	0.4005	1.201
30	GCST90025987	0.999889854	0.297400709	0.2945	0.9977	0.3113	1.1599	0.4005	1.201
30	NEALE2_30150	0.980905193	0.297400709	0.1484	0.9882	0.2313	1.0912	0.4005	1.201
305	NEALE2_30240_raw	0.98113102	0.12295113	0.0568	0.9808	0.0568	1.0491	0.122	1.1494
305	NEALE2_30290_raw	0.992799459	0.12295113	0.0655	0.9921	0.0633	1.0667	0.122	1.1494
305	NEALE2_30300_raw	0.99772956	0.12295113	0.1495	0.9978	0.1456	1.1494	0.122	1.1494
308	GCST006906	0.993885333	0.013760004	0.0129	0.9939	0.0131	1.0392	0.0139	1.0459
308	GCST006908	0.994424339	0.013760004	0.0135	0.9945	0.0137	1.0273	0.0139	1.0459
31	NEALE2_20018	0.997929126	0.07283367	0.0578	0.9981	0.0578	1.0099	0.0728	1.0486
31	NEALE2_4290_raw	0.989258289	0.07283367	0.0582	0.9888	0.0582	1.0021	0.0728	1.0486
31	NEALE2_4291	0.992711017	0.07283367	0.0591	0.9928	0.059	1.0075	0.0728	1.0486
311	NEALE2_20107_100	1	0.029088087	0.0142	NA	0.014	1.0213	-0.0011	1.0516
311	NEALE2_20110_100	1	0.029088087	0.0174	NA	0.0172	1.0152	-0.0011	1.0516
312	NEALE2_20403	0.990556573	0.075628694	0.0595	0.1165	0.0595	0.9967	0.0059	0.8444
312	NEALE2_20416	0.991598792	0.075628694	0.063	-0.155	0.0635	0.9997	0.0059	0.8444
315	GCST006941	0.99747775	0.068504932	0.0617	NA	NA	NA	0.0066	0.8552
315	GCST006941	0.99747775	0.068504932	0.0617	NA	NA	NA	0.0066	0.8552
315	NEALE2_1940	0.997810827	0.068504932	0.0662	NA	NA	NA	0.0066	0.8552
315	NEALE2_1940	0.997810827	0.068504932	0.0662	NA	NA	NA	0.0066	0.8552
318	NEALE2_135	0.986488676	0.07414751	0.065	0.9862	0.0655	1.0231	0.074	1.0519
318	NEALE2_2492	0.97147606	0.07414751	0.0456	0.972	0.0461	1.0154	0.074	1.0519
319	GCST001475	0.990020889	0.559010775	0.4044	1.0154	0.4142	0.9238	0.5951	0.9247
319	GCST90002409	1.009508738	0.559010775	0.2301	1.0754	0.2347	1.0005	0.5951	0.9247
319	NEALE2_1687	0.923763459	0.559010775	0.1343	0.892	0.1439	1.0141	0.5951	0.9247
320	NEALE2_4968	0.956346477	0.234496706	0.0682	0.9599	0.0057	0.0074	0.2327	1.0019
320	NEALE2_5012	0.974021033	0.234496706	0.1068	0.9726	0.1069	1.0007	0.2327	1.0019
320	NEALE2_5699	0.996113013	0.234496706	0.1506	0.9965	0.1508	0.9994	0.2327	1.0019
322	GCST005186	0.97680285	0.199120535	0.1023	0.582	0.0289	0.0133	0.0175	1.0582
322	GCST90025986	0.982108359	0.199120535	0.1157	0.1994	0.1251	1.0179	0.0175	1.0582
324	GCST004616	0.989805762	0.294111594	0.1753	0.9887	0.1628	0.9992	0.2747	1.2179
324	GCST90002401	0.99351488	0.294111594	0.2198	0.9921	0.2011	1.256	0.2747	1.2179
324	NEALE2_30110_raw	0.997084232	0.294111594	0.1917	0.998	0.1736	1.204	0.2747	1.2179
327	GCST90000512	-1	0.009569038	0.0092	NA	NA	NA	4.16E-05	0.7983
327	GCST90000512	-1	0.009569038	0.0092	NA	NA	NA	4.16E-05	0.7983
327	GCST90000513	1	0.009569038	0.0088	NA	NA	NA	4.16E-05	0.7983
327	GCST90000513	1	0.009569038	0.0088	NA	NA	NA	4.16E-05	0.7983
329	GCST006098	0.989594458	0.053130976	0.0537	0.99	0.054	1.0297	0.0529	1.0671
329	NEALE2_904	0.976177086	0.053130976	0.0361	0.9757	0.0362	1.02	0.0529	1.0671
33	GCST009979	0.998913477	0.109017099	0.0872	0.999	0.0878	1.002	0.1096	1.0545
33	NEALE2_20441	0.988494361	0.109017099	0.0661	0.9904	0.0663	0.9894	0.1096	1.0545
33	NEALE2_20500	0.985237563	0.109017099	0.0607	0.9849	0.0609	1.0083	0.1096	1.0545
334	NEALE2_2050	0.989213307	0.050312177	0.0422	0.989	0.0423	1.0016	0.0502	1.0445
334	NEALE2_2060	0.986462149	0.050312177	0.0378	0.9866	0.0381	1.0112	0.0502	1.0445
336	GCST006942	1	0.039008503	0.0349	NA	NA	NA	0.0003	0.8229
336	GCST006942	1	0.039008503	0.0349	NA	NA	NA	0.0003	0.8229
336	NEALE2_2020	1	0.039008503	0.0368	NA	NA	NA	0.0003	0.8229
336	NEALE2_2020	1	0.039008503	0.0368	NA	NA	NA	0.0003	0.8229
344	NEALE2_20421	0.982959055	0.081761932	0.0564	0.9828	0.0563	0.9922	0.0815	1.0264
344	NEALE2_20446	0.983809556	0.081761932	0.0578	0.9839	0.0577	0.9979	0.0815	1.0264
347	GCST006696	1.000280203	0.067375532	0.017	0.9951	0.0165	1.089	0.0684	1.147
347	GCST006697	0.984364447	0.067375532	0.0323	0.979	0.0319	1.093	0.0684	1.147
347	GCST006698	-1.001819479	0.067375532	0.0657	-1.0142	0.0643	1.0599	0.0684	1.147
347	GCST006699	-0.993849713	0.067375532	0.0223	-0.9941	0.0221	1.0587	0.0684	1.147
347	GCST006702	-0.993295834	0.067375532	0.0359	-1.0086	0.0359	1.0636	0.0684	1.147
348	NEALE2_20111_100	0.985848873	0.043438767	0.0376	0.9861	0.0376	1.0101	0.0434	1.0458
348	NEALE2_20111_8	-0.984775812	0.043438767	0.0363	-0.9845	0.0363	1.0073	0.0434	1.0458
349	GCST006478	0.981116192	0.085557492	0.0888	0.9812	0.0905	1.0127	0.0854	1.0593
349	GCST006948	0.990758309	0.085557492	0.0613	0.9916	0.0623	1.0116	0.0854	1.0593
349	NEALE2_1970	0.987750519	0.085557492	0.0626	0.9868	0.0643	1.0102	0.0854	1.0593
35	NEALE2_23099_raw	0.994940272	0.230454053	0.2131	0.9949	0.0071	0.0181	0.2286	1.1927
35	NEALE2_23111_raw	0.974052548	0.230454053	0.2139	0.974	0.2269	1.0764	0.2286	1.1927
35	NEALE2_23115_raw	0.975251276	0.230454053	0.2148	0.9752	0.2274	1.0802	0.2286	1.1927
35	NEALE2_23119_raw	0.98095404	0.230454053	0.2028	0.981	0.0074	0.0172	0.2286	1.1927
35	NEALE2_23123_raw	0.981180498	0.230454053	0.2076	0.9812	0.0075	0.0176	0.2286	1.1927
35	NEALE2_23127_raw	0.971275703	0.230454053	0.2003	0.9713	0.2124	1.0693	0.2286	1.1927
352	NEALE2_136	0.989075254	0.045539314	0.0401	-0.1343	0.0402	1.0321	0.0039	0.9305
352	NEALE2_2415	0.971283762	0.045539314	0.0253	0.2598	0.0254	1.0092	0.0039	0.9305
353	GCST90000529	0.997684935	0.367453235	0.4927	0.9981	0.0629	0.011	0.368	1.0328
353	GCST90013791	0.865337091	0.367453235	0.0684	0.8625	0.0732	0.9791	0.368	1.0328
353	GCST90014023	1.009737415	0.367453235	0.0299	1.0458	0.0045	0.0189	0.368	1.0328
354	NEALE2_1558	0.986415367	0.115548065	0.0799	0.1931	0.0818	1.0416	0.0064	0.9466
354	NEALE2_20414	-0.988046019	0.115548065	0.085	0.1372	0.0852	1.0078	0.0064	0.9466
359	GCST006943	0.997889248	0.064512192	0.0584	NA	NA	NA	0.0055	0.8353
359	GCST006943	0.997889248	0.064512192	0.0584	NA	NA	NA	0.0055	0.8353
359	NEALE2_1930	0.998103871	0.064512192	0.0616	NA	NA	NA	0.0055	0.8353
359	NEALE2_1930	0.998103871	0.064512192	0.0616	NA	NA	NA	0.0055	0.8353
36	GCST90038607	1	0.011780616	0.0124	NA	NA	NA	0.0002	0.7925
36	GCST90038607	1	0.011780616	0.0124	NA	NA	NA	0.0002	0.7925
36	GCST90038615	1	0.011780616	0.0092	NA	NA	NA	0.0002	0.7925
36	GCST90038615	1	0.011780616	0.0092	NA	NA	NA	0.0002	0.7925
363	GCST006097	0.981027186	0.05241889	0.0459	-0.1875	0.0463	1.0129	0.0082	0.8677
363	NEALE2_884	0.974604754	0.05241889	0.04	0.2323	0.0402	1.0115	0.0082	0.8677
367	GCST004599	0.996038806	0.644066501	0.2909	1.0043	0.3578	1.0185	0.7647	1.3173
367	GCST90002346	1.000270293	0.644066501	0.3402	1.0011	0.4528	1.4228	0.7647	1.3173
367	GCST90002395	1.000366245	0.644066501	0.3487	1.0009	0.4636	1.3735	0.7647	1.3173
367	GCST90025960	0.99880262	0.644066501	0.7841	1.0024	0.6595	1.5778	0.7647	1.3173
367	NEALE2_30100_raw	0.996481268	0.644066501	0.3123	0.9974	0.4051	1.2652	0.7647	1.3173
368	GCST003837	0.999153323	0.150809889	0.1018	0.0242	0.1015	1.015	0.0011	0.9586
368	NEALE2_1180	-0.999340292	0.150809889	0.1153	0.0705	0.1167	1.04	0.0011	0.9586
37	FINNGEN_R6_G6_SLEEPAPNO	1	0.029471388	0.0213	NA	0.0213	1.0963	-0.0017	0.999
37	FINNGEN_R6_G6_SLEEPAPNO_INCLAVO	1	0.029471388	0.0218	NA	0.0218	1.0947	-0.0017	0.999
37	FINNGEN_R6_SLEEP	1	0.029471388	0.0186	NA	0.0186	1.0856	-0.0017	0.999
37	SAIGE_327	1	0.029471388	0.0093	NA	0.0097	0.9933	-0.0017	0.999
37	SAIGE_327_3	1	0.029471388	0.0095	NA	0.0099	0.9923	-0.0017	0.999
370	NEALE2_22606_2	0.996164302	0.096925117	0.0462	0.9937	0.0462	1.0091	0.0981	1.0289
370	NEALE2_22609_2	0.979411998	0.096925117	0.0351	0.9833	0.0052	0.0064	0.0981	1.0289
370	NEALE2_4825	0.981752413	0.096925117	0.0562	0.9861	0.0562	1.0163	0.0981	1.0289
375	GCST003724	1	0.452108887	0.2334	NA	0.2335	0.9866	-0.0214	0.9923
375	GCST90016608	1	0.452108887	0.3259	NA	0.3258	0.9899	-0.0214	0.9923
38	GCST004613	0.99906447	0.248092687	0.1565	0.9995	0.2476	0.9401	0.3467	1.0707
38	GCST004614	0.998794751	0.248092687	0.1573	0.9992	0.2485	0.9407	0.3467	1.0707
38	GCST004620	0.998603459	0.248092687	0.1568	0.9988	0.2469	0.9374	0.3467	1.0707
38	GCST004626	0.994842494	0.248092687	0.1617	0.9944	0.2547	0.9411	0.3467	1.0707
38	GCST004629	0.998541782	0.248092687	0.156	0.9989	0.2454	0.9382	0.3467	1.0707
38	GCST90002351	0.995510801	0.248092687	0.1539	0.9953	0.2584	1.1065	0.3467	1.0707
38	GCST90002398	0.998755038	0.248092687	0.1672	1.0055	0.2798	1.103	0.3467	1.0707
38	GCST90025977	0.997979455	0.248092687	0.2563	1.0002	0.2742	1.0913	0.3467	1.0707
38	NEALE2_30140_raw	0.961371933	0.248092687	0.1337	0.9736	0.2125	1.0652	0.3467	1.0707
380	GCST006951	0.998820332	0.064450542	0.0593	0.999	0.0601	1.0148	0.0643	1.0352
380	NEALE2_1950	0.998877983	0.064450542	0.0608	0.9986	0.0619	1.0155	0.0643	1.0352
384	NEALE2_20107_8	1	0.041483557	0.0181	NA	0.018	1.0143	-0.0008	1.0443
384	NEALE2_20110_8	1	0.041483557	0.0283	NA	0.0281	1.0154	-0.0008	1.0443
386	NEALE2_20459	0.984079879	0.129186162	0.0764	0.9832	0.0766	1.0084	0.1289	0.9933
386	NEALE2_4548	0.986892653	0.129186162	0.0839	0.9877	0.0839	1.0023	0.1289	0.9933
390	FINNGEN_R6_M13_ROTATORCUFF	1.001342059	0.033917424	0.0179	1.0295	0.0179	1.0631	0.0354	1.0287
390	FINNGEN_R6_M13_SHOULDER	1.001342059	0.033917424	0.0216	1.0146	0.0217	1.0757	0.0354	1.0287
390	SAIGE_726	0.995466032	0.033917424	0.0147	1.0367	0.0014	0.0068	0.0354	1.0287
390	SAIGE_726_1	0.992680057	0.033917424	0.01	1.0163	0.0013	0.0061	0.0354	1.0287
394	GCST007432	0.994464458	0.257257373	0.1943	0.9947	0.2061	1.0033	0.2567	1.078
394	NEALE2_20154_raw	0.993997576	0.257257373	0.1867	0.9936	0.1936	1.0302	0.2567	1.078
396	NEALE2_1707_1	-0.990857955	0.010235433	0.0093	-0.9909	0.0093	1.0078	0.0102	1.0208
